Manufacture,Product,Status,Compliance,Number of Functions,Channel,Package Type,Drain-Source Voltage VDS (V),Gate-Source Voltage VGS (V),Drain Current ID (A),Drain-Source On-Resistance RDS(ON) Max @VGS=10V (Ω),Drain-Source On-Resistance RDS(ON) Max @VGS=4.5V (Ω),Drain-Source On-Resistance RDS(ON) Max @VGS=2.5V (Ω),Gate Threshold Voltage VGS(th) Min (V),Gate Threshold Voltage VGS(th) Max (V),ESD Diodes,Junction Temperature Tj [max] (°C),Single Pulsed Avalanche Energy EAS(mJ),Pulsed Drain Current IDM(A)
MCC (Micro Commercial Components),MCACD018N10YLQ,Preferred,A R H,Dual,N+N,PDFN5060-8D,100,±20,40,0.018,0.023,,1.3,2.3,No,175,51,160
MCC (Micro Commercial Components),MCACD5D2N04YLHE3,Preferred,A R H,Dual,N+N,PDFN5060-8D,40,±20,90,0.0052,0.0092,,1.2,2.5,No,175,56,240
MCC (Micro Commercial Components),MCACD014N10YHE3,Preferred,A R H,Dual,N+N,PDFN5060-8D,100,±20,50,0.014,,,1.0,3.0,No,150,49,200
MCC (Micro Commercial Components),MCACD012N06YLHE3,Preferred,A R H,Dual,N+N,PDFN5060-8D,60,±20,52,0.012,0.016,,1.3,2.4,No,175,36,208
MCC (Micro Commercial Components),MCACD6D3N06Y,Preferred,R H,Dual,N+N,PDFN5060-8D,60,±20,60,0.0063,,,2,4,No,175,121,240
MCC (Micro Commercial Components),MCACD8D5N06YL,Preferred,R H,Dual,N+N,PDFN5060-8D,60,±20,50,0.0085,0.011,,1,2.5,No,150,88,200
MCC (Micro Commercial Components),MCAC130N04Y,Preferred,R H,Single,N,PDFN5060,40,±20,130,0.0019,0.0025,,1.2,2.5,No,175,661,520
MCC (Micro Commercial Components),MCAC9D5N06YLHE3,Preferred,A R H,Single,N,DFN5060,60,±20,52,0.0095,0.014,,1.3,2.3,No,175,49,208
MCC (Micro Commercial Components),MCACLS1D6N06YH,Preferred,R H,Single,N,PDFN5060-DSC-B,60,±20,300,0.00168,,,2,4,No,175,670,1200
MCC (Micro Commercial Components),MCG4D5N04YL,Preferred,R H,Single,N,PDFN3333,40,±20,80,0.0045,0.008,,1,2.5,No,175,54,320
MCC (Micro Commercial Components),MCAC2D6N04YHE3,Preferred,A R H,Single,N,DFN5060,40,±20,166,0.0026,,,2,4,No,175,182,664
MCC (Micro Commercial Components),MCAC2D9N04YHQ,Preferred,A R H,Single,N,DFN5060,40,±20,145,0.0029,,,2,4,No,175,210,580
MCC (Micro Commercial Components),MCACLD70N04Y,Preferred,R H,Single,N,DFN5060-C,40,±20,350,0.0007,,,2,4,No,175,600,1400
MCC (Micro Commercial Components),MCGWF018N10YLQ,Preferred,A R H,Single,N,DFN3333-8(SWF),100,±20,40,0.018,0.023,,1.3,2.3,No,175,67,160
MCC (Micro Commercial Components),MCAC2D6N04Y,Preferred,R H,Single,N,DFN5060,40,±20,166,0.0026,,,2,4,No,175,182,664
MCC (Micro Commercial Components),MCAC180N04Y,Preferred,R H,Single,N,DFN5060,40,±20,180,0.002,,,2,4,No,175,441,720
MCC (Micro Commercial Components),MCAC75N04Y,Preferred,R H,Single,N,DFN5060,40,±20,75,0.0068,,,2,4,No,175,26,300
MCC (Micro Commercial Components),MSJW018N60FH,Preferred,R H,Single,N,TO-247,600,±20,102,0.0185,,,3,5,No,150,2160,408
MCC (Micro Commercial Components),MCU055N20YH,Preferred,R H,Single,N,DPAK,200,±20,28,0.055,,,2.2,3.8,No,150,250,112
MCC (Micro Commercial Components),MCGD034N10YL,Preferred,R H,Dual,N+N,DFN3333-D,100,±20,15,0.034,0.044,,1,2.5,No,175,27.5,60
MCC (Micro Commercial Components),MCACLFD5D8N04YQ,Preferred,A R H,Dual,N+N,LFPAK56D,40,±20,69,0.0058,,,2,4,No,175,64,276
MCC (Micro Commercial Components),MCAC4D4N04YL,Preferred,R H,Single,N,PDFN5060,40,±20,80,0.0044,0.008,,1.2,2.5,No,175,60,320
MCC (Micro Commercial Components),MCAC4D4N04YLHE3,Preferred,A R H,Single,N,PDFN5060,40,±20,80,0.0044,0.008,,1.2,2.5,No,175,60,320
MCC (Micro Commercial Components),MCAC4D6N10Y,Preferred,R H,Single,N,DFN5060,100,±20,144,0.0046,,,2.4,3.4,No,150,225,576
MCC (Micro Commercial Components),MCG8D2N04YL,Preferred,R H,Single,N,PDFN3333-B,40,±20,45,0.0082,0.0112,,1.1,2.1,No,150,44,180
MCC (Micro Commercial Components),MCAC055N20YH,Preferred,R H,Single,N,DFN5060,200,±20,34,0.055,,,2.2,3.8,No,150,100,136
MCC (Micro Commercial Components),MCAC25N10Y,Preferred,R H,Single,N,DFN5060,100,±20,25,0.033,0.06,,1,2.5,No,175,25,100
MCC (Micro Commercial Components),MCG6D5N03L,Preferred,R H,Single,N,PDFN3333,30,±20,60,0.0065,0.012,,1,2.5,No,150,72,240
MCC (Micro Commercial Components),MCACL190N06Y,Preferred,R H,Single,N,DFN5060-C,60,±20,190,0.002,,,2,3.5,No,175,512,760
MCC (Micro Commercial Components),MCG021N10Y,Preferred,R H,Single,N,DFN3333,100,±20,31,0.021,,,2,4,No,150,76.5,124
MCC (Micro Commercial Components),MCAC4D6N06YH,Preferred,R H,Single,N,PDFN5060,60,±20,101,0.0046,,,2.0,4.0,No,175,141,404
MCC (Micro Commercial Components),MCACLSD70N04Y,Preferred,R H,Single,N,PDFN5060-DSC-B,40,±20,450,0.0007,,,2.2,3.7,No,175,650,1800
MCC (Micro Commercial Components),MCG021N10YL,Preferred,R H,Single,N,PDFN3333,100,±20,34,0.021,0.028,,1.0,2.5,No,175,30,136
MCC (Micro Commercial Components),MCG4D5N04YLHE3,Preferred,A R H,Single,N,PDFN3333,40,±20,80,0.0045,0.008,,1.0,2.5,No,175,54,320
MCC (Micro Commercial Components),MCG010N06YLHE3,Preferred,A R H,Single,N,PDFN3333,60,±20,45,0.010,0.0155,,1.2,2.5,No,175,40,180
MCC (Micro Commercial Components),MCACL1D5N06YL,Preferred,R H,Single,N,PDFN5060-C,60,±20,245,0.0015,0.0026,,1.3,2.3,No,175,841,980
MCC (Micro Commercial Components),MCGD115NP10L,Preferred,R H,Dual,N+P,DFN3333-D,100/-100,±20,10/-5.5,0.115/0.325,0.125/0.350,,1.3/-1.0,2.3/-2.0,No,150,8/6.1,40/-22
MCC (Micro Commercial Components),MCG027P06YL,Preferred,R H,Single,P,DFN3333,-60,±20,-34,0.027,0.036,,-1.2,-2.4,No,150,98,-136
MCC (Micro Commercial Components),MCACL1D6N04Y,Preferred,R H,Single,N,PDFN5060-C,40,±20,220,0.0016,,,2,4,No,175,240,880
MCC (Micro Commercial Components),MCACL2D4N10YH,Preferred,R H,Single,N,PDFN5060-CW,100,±20,312,0.0024,,,2,4,No,175,1000,1248
MCC (Micro Commercial Components),MCG5D6N04YL,Preferred,R H,Single,N,PDFN3333,40,±20,70,0.0056,0.013,,1.2,2.4,No,175,39,280
MCC (Micro Commercial Components),MCAC011N15YL,Preferred,R H,Single,N,DFN5060,150,±20,80,0.0114,0.0135,,1.5,2.5,No,150,400,320
MCC (Micro Commercial Components),MCG5D8N04Y,Preferred,R H,Single,N,PDFN3333,40,±20,70,0.0058,,,2,4,No,175,40,280
MCC (Micro Commercial Components),MCACLD70N04YHE3,Preferred,A R H,Single,N,DFN5060-C,40,±20,350,0.0007,,,2,4,No,175,600,1400
MCC (Micro Commercial Components),MCAC028N15Y,Preferred,R H,Single,N,PDFN5060,150,±20,40,0.028,,,2.1,3.7,No,150,110,160
MCC (Micro Commercial Components),MCACL1D6N04YHE3,Preferred,A R H,Single,N,PDFN5060-C,40,±20,220,0.0016,,,2.0,4.0,No,175,240,880
MCC (Micro Commercial Components),MCAC010N15YH,Preferred,R H,Single,N,PDFN5060,150,±20,94,0.0103,,,3,4.6,No,150,313,376
MCC (Micro Commercial Components),MCACL1D6N06YH,Preferred,R H,Single,N,PDFN5060-C,60,±20,242,0.0016,,,2.2,3.8,No,175,1104,968
MCC (Micro Commercial Components),MCAC5D9N04YHE3,Preferred,A R H,Single,N,PDFN5060,40,±20,72,0.0059,,,2,4,No,175,49,288
MCC (Micro Commercial Components),MCACL2D8N06YL,Preferred,R H,Single,N,PDFN5060,60,±20,179,0.0028,0.004,,1.2,2.5,No,175,225,716
MCC (Micro Commercial Components),MCACL1D2N04Y,Preferred,R H,Single,N,PDFN5060,40,±20,321,0.0012,,,2,3.5,No,175,529,1284
MCC (Micro Commercial Components),MCU013P06LHE3,Preferred,A R H,Single,P,DPAK,-60,±20,-70,0.013,0.022,,-1.2,-2.4,No,175,150,-280
MCC (Micro Commercial Components),MCU053P10Y,Preferred,R H,Single,P,DPAK,-100,±20,-21,0.053,,,-1.9,-3.5,No,150,45.5,-84
MCC (Micro Commercial Components),MCB014P06L,Preferred,R H,Single,P,D2-PAK,-60,±20,-62,0.014,0.022,,-1.2,-2.4,No,175,225,-248
MCC (Micro Commercial Components),MCP053P10Y,Preferred,R H,Single,P,TO-220AB(H),-100,±20,-23,0.053,,,-2,-3.4,No,150,45,-92
MCC (Micro Commercial Components),MCAC150P15YL,Preferred,R H,Single,P,DFN5060,-150,±20,-14,0.15,0.18,,-1.3,-2.5,No,150,90,-56
MCC (Micro Commercial Components),MCAC054P10Y,Preferred,R H,Single,P,DFN5060,-100,±20,-25,0.054,,,-1.9,-3.5,No,150,72,-100
MCC (Micro Commercial Components),MCG052P10Y,Preferred,R H,Single,P,DFN3333,-100,±25,-16,0.052,,,-1.9,-3.5,No,150,72,-64
MCC (Micro Commercial Components),MCG150P15YL,Preferred,R H,Single,P,DFN3333,-150,±20,-11.6,0.15,0.19,,-1.4,-2.5,No,150,98,-46.4
MCC (Micro Commercial Components),MCAC025P06YL,Preferred,R H,Single,P,PDFN5060,-60,±20,-44,0.025,0.030,,-1.3,-2.5,No,150,256,-176
MCC (Micro Commercial Components),MDTU380N65H,Preferred,R H,Single,N,DPAK,650,±30,8.7,0.38,,,2.2,3.8,No,150,93.75,34.8
MCC (Micro Commercial Components),MCB3D0N04YLHE3,Preferred,A R H,Single,N,D2-PAK,40,±20,133,0.003,0.005,,1,2.5,No,175,169,532
MCC (Micro Commercial Components),MCU031N06Q,Preferred,A R H,Single,N,DPAK,60,±20,23,0.031,0.05,,1.5,2.5,No,175,56,92
MCC (Micro Commercial Components),MCAC013P06LHE3,Preferred,A R H,Single,P,PDFN5060,-60,±20,-74,0.013,0.022,,-1.2,-2.4,No,175,225,-296
MCC (Micro Commercial Components),MCAC051P06Q,Preferred,A R H,Single,P,PDFN5060,-60,±20,-24,0.051,0.105,,-1.2,-2.8,No,175,49,-96
MCC (Micro Commercial Components),MDTD2K5N65H,Preferred,R H,Single,N,SOT-223,650,±30,0.5,2.5,,,2.5,4.5,No,150,,2
MCC (Micro Commercial Components),MCB2D3N06YH,Preferred,R H,Single,N,D2-PAK,60,±20,219,0.0023,,,2.2,3.8,No,175,506,876
MCC (Micro Commercial Components),MCU2D3N04YH,Preferred,R H,Single,N,DPAK,40,±20,145,0.0023,,,2.0,4.0,No,175,306,580
MCC (Micro Commercial Components),MSJB600N65SH,Preferred,R H,Single,N,D2-PAK,650,±30,6.8,0.6,,,2.5,4.5,No,150,73.5,27.2
MCC (Micro Commercial Components),MCU7D4N06YL,Preferred,R H,Single,N,DPAK,60,±20,70,0.0074,0.01,,1.2,2.5,No,175,42,280
MCC (Micro Commercial Components),MSJPF290N80SH,Preferred,R H,Single,N,TO-220F,800,±30,9.4,0.29,,,2,4,No,150,9,37.6
MCC (Micro Commercial Components),MDTPF380N65H,Preferred,R H,Single,N,TO-220F,650,±30,11,0.38,,,2,4,No,150,121.8,44
MCC (Micro Commercial Components),MCU270N20YH,Preferred,R H,Single,N,DPAK,200,±20,6.8,0.27,,,2.2,3.7,No,175,30.6,27.2
MCC (Micro Commercial Components),MDTW072N60H,Preferred,R H,Single,N,TO-247,600,±30,35,0.072,,,3,5,No,150,889.35,140
MCC (Micro Commercial Components),MCW012N20YH,Preferred,R H,Single,N,TO-247,200,±20,94,0.012,,,2.2,3.8,No,150,625,376
MCC (Micro Commercial Components),MCW3D0N10Y,Preferred,R H,Single,N,TO-247,100,±20,193,0.003,,,2.2,3.6,No,150,52.5,772
MCC (Micro Commercial Components),MCB012N15YH,Preferred,R H,Single,N,D2-PAK,150,±20,79,0.012,,,3.0,4.6,No,150,306.2,316
MCC (Micro Commercial Components),MDTP580N65H,Preferred,R H,Single,N,TO-220AB(H),650,±30,7.4,0.58,,,2.5,4.5,No,150,20,29.6
MCC (Micro Commercial Components),MSJB200N65SH,Preferred,R H,Single,N,D2-PAK,650,±30,16.9,0.2,,,2,4,No,150,0.5,68
MCC (Micro Commercial Components),MSJPF380N60SH,Preferred,R H,Single,N,TO-220F,600,±30,7.9,0.38,,,2.0,4.0,No,150,73.5,31.6
MCC (Micro Commercial Components),MDTB380N65H,Preferred,R H,Single,N,D2-PAK,650,±30,8.9,0.38,,,2.0,4.0,No,150,49,35.6
MCC (Micro Commercial Components),MCP7D0N10Y,Preferred,R H,Single,N,TO-220AB(B),100,±20,79,0.007,,,2.2,3.7,No,150,141,316
MCC (Micro Commercial Components),MSJP380N60SH,Preferred,R H,Single,N,TO-220AB(H),600,±30,9.9,0.38,,,2.5,4.5,No,150,73.5,39.6
MCC (Micro Commercial Components),MCB9D1N10Y,Preferred,R H,Single,N,D2-PAK,100,±20,68,0.0091,,,1.5,2.9,No,150,162,272
MCC (Micro Commercial Components),MSJPF680N65FH,Preferred,R H,Single,N,TO-220F,650,±30,4.8,0.68,,,3,5,No,150,18,19.2
MCC (Micro Commercial Components),MCP5D4N06Y,Preferred,R H,Single,N,TO-220AB(B),60,±20,90,0.0054,,,2,4,No,175,138,360
MCC (Micro Commercial Components),MSJB680N65FH,Preferred,R H,Single,N,D2-PAK,650,±30,6.9,0.68,,,3,5,No,150,117.6,27.6
MCC (Micro Commercial Components),MCPF4K5N90PH,Preferred,R H,Single,N,TO-220F,900,±30,2.4,4.5,,,2,4,No,150,101.4,9.6
MCC (Micro Commercial Components),MCGWF45P04,Preferred,R H,Single,P,DFN3333-8(SWF),-40,±20,-45,0.013,0.017,,-1,-3,No,150,132,-180
MCC (Micro Commercial Components),MDTU580N65H,Preferred,R H,Single,N,DPAK,650,±30,6.5,0.58,,,2.5,4.5,No,150,135,26
MCC (Micro Commercial Components),MDTPF700N60H,Preferred,R H,Single,N,TO-220F,635,±30,3.96,0.7,,,2,4,No,150,60,15.84
MCC (Micro Commercial Components),MCB3D0N04YL,Preferred,R H,Single,N,D2-PAK,40,±20,133,0.003,0.005,,1,2.5,No,175,169,532
MCC (Micro Commercial Components),MCB3D8N10YH,Preferred,R H,Single,N,D2-PAK,100,±20,171,0.0038,,,2,4,No,175,506,684
MCC (Micro Commercial Components),MCP7D4N15Y,Preferred,R H,Single,N,TO-220AB(B),150,±20,119,0.0074,,,2,4,No,150,380,476
MCC (Micro Commercial Components),MCU060P06KQ,Preferred,A R H,Single,P,DPAK,-60,±20,-17,0.06,0.11,,-1.2,-2.8,Yes,175,17.3,-68
MCC (Micro Commercial Components),MCU055P06LQ,Preferred,A R H,Single,P,DPAK,-60,±20,-19,0.055,,,-1.2,-2.8,No,175,49,-76
MCC (Micro Commercial Components),MCACL2D8N03YLK,Preferred,R H,Single,N,PDFN5060,30,±12,130,0.0028,0.0035,,0.6,1.4,Yes,150,68,520
MCC (Micro Commercial Components),MCBS4D8N15YH,Preferred,R H,Single,N,TO-263-7A,150,±20,152,0.0048,,,2.2,3.8,No,175,961,608
MCC (Micro Commercial Components),MCTL170N06Y,Preferred,R H,Single,N,TOLL-8L,60,±20,170,0.0024,,,2,4,No,175,380,680
MCC (Micro Commercial Components),MCTL1D0N08Y,Preferred,R H,Single,N,TOLL-8L,80,±20,320,0.001,,,2,4,No,175,2401,1280
MCC (Micro Commercial Components),MCTLD58N04Y,Preferred,R H,Single,N,TOLL-8L,40,±20,639,0.00058,,,2,4,No,175,2964,2556
MCC (Micro Commercial Components),MCTL1D5N10YH,Preferred,R H,Single,N,TOLL-8L,100,±20,360,0.0015,,,2,4,No,175,2016,1440
MCC (Micro Commercial Components),MCTL4D6N15YH,Preferred,R H,Single,N,TOLL-8L,150,±20,176,0.0046,,,2.2,3.8,No,175,1200,704
MCC (Micro Commercial Components),MCTL2D0N06YH,Preferred,R H,Single,N,TOLL-8L,60,±20,250,0.002,,,2.2,3.8,No,150,576,1000
MCC (Micro Commercial Components),MCTL2D6N06YL,Preferred,R H,Single,N,TOLL-8L,60,±20,150,0.0026,0.004,,1,2.5,No,175,242,600
MCC (Micro Commercial Components),MCTL1D0N04Y,Preferred,R H,Single,N,TOLL-8L,40,±20,364,0.00105,,,2.2,3.7,No,175,1521,1456
MCC (Micro Commercial Components),MCTL1D0N08YHE3,Preferred,A R H,Single,N,TOLL-8L,80,±20,320,0.001,,,2,4,No,175,2401,1280
MCC (Micro Commercial Components),MCTL3D2N10YH,Preferred,R H,Single,N,TOLL-8L,100,±20,195,0.0032,,,2,4,No,175,684,780
MCC (Micro Commercial Components),MCTL1D0N04YHE3,Preferred,A R H,Single,N,TOLL-8L,40,±20,364,0.00105,,,2.2,3.7,No,175,1521,1456
MCC (Micro Commercial Components),MCTL1D7N06YL,Preferred,R H,Single,N,TOLL-8L,60,±20,283,0.00175,0.0028,,1.3,2.3,No,175,1176,1132
MCC (Micro Commercial Components),MCTLD82N06Y,Preferred,R H,Single,N,TOLL-8L,60,±20,471,0.00082,,,2.0,3.5,No,175,2916,1884
MCC (Micro Commercial Components),MSJK049N60FH,Preferred,R H,Single,N,TOLL-8L-KS,600,±30,51,0.049,,,3,5,No,150,735,204
MCC (Micro Commercial Components),MDTK072N60H,Preferred,R H,Single,N,TOLL-8L-KS,600,±30,24,0.072,,,3,5,No,150,889,96
MCC (Micro Commercial Components),MCACLF1D4N04YCHE3,Preferred,A R H,Single,N,LFPAK56,40,±20,225,0.0014,,,2,4,No,175,552,900
MCC (Micro Commercial Components),MCTT1D9N10YH,Preferred,R H,Single,N,TOLT,100,±20,272,0.0019,,,2.2,3.8,No,175,1225,1088
MCC (Micro Commercial Components),MCTT1D7N10Y,Preferred,R H,Single,N,TOLT,100,±20,333,0.0017,,,2,4,No,175,2722,1320
MCC (Micro Commercial Components),MCTTN1D7N10YHE3,Preferred,A R H,Single,N,TOLT-N,100,±20,330,0.0017,,,2.0,4.0,No,175,2256,1360
MCC (Micro Commercial Components),MCTTN3D5N10YQ,Preferred,A R H,Single,N,TOLT-N,100,±20,160,0.0035,,,2.0,3.6,No,175,473,640
MCC (Micro Commercial Components),MCACLF025P08A,Preferred,R H,Single,P,LFPAK56W,-80,±20,-57,0.025,,,-1.5,-2.5,No,175,210,-228
MCC (Micro Commercial Components),MCTL019P08Y,Preferred,R H,Single,P,TOLL-8L,-80,±20,-61,0.019,,,-1.2,-3,No,150,370,-244
MCC (Micro Commercial Components),MCACLF320N04Y,Active,R H,Single,N,LFPAK56E,40,±20,320,0.00062,,,2,4,No,175,441,1280
MCC (Micro Commercial Components),MSJL120N60FH,Active,R H,Single,N,DFN8080A,600,±30,30,0.12,,,3,5,No,150,18,120
MCC (Micro Commercial Components),MCGD10NP03,Active,R H,Dual,N+P,DFN3333-D,30/-30,±20,10/-10,0.017/0.040,0.029/0.073,,1.5/-1.5,2.5/-2.5,Yes,150,20/24,40/-40
MCC (Micro Commercial Components),MSJL20N60A,Active,R H,Single,N,DFN8080A,600,±30,20,0.219,,,2,4,No,150,120,80
MCC (Micro Commercial Components),MCTK075N60FH,Active,R H,Single,N,TOLL-8L-KS,600,±30,19.5,0.078,,,3,5,No,150,132,78
MCC (Micro Commercial Components),MCTK105N60FH,Active,R H,Single,N,TOLL-8L-KS,600,±30,17.5,0.114,,,3,5,No,150,365,70
MCC (Micro Commercial Components),MCTL4D0N15YH,Active,R H,Single,N,TOLL-8L,150,±20,190,0.004,,,2.5,4.5,No,175,900,760
MCC (Micro Commercial Components),MCTL2D4N10Y,Active,R H,Single,N,TOLL-8L,100,±20,185,0.0024,,,2,4,No,175,676,740
MCC (Micro Commercial Components),MCTL1D9N10YH,Active,R H,Single,N,TOLL-8L,100,±20,265,0.0019,,,2.2,3.8,No,175,1482,1060
MCC (Micro Commercial Components),MCTL011N20YH,Active,R H,Single,N,TOLL-8L,200,±20,102,0.011,,,2.2,3.8,No,175,625,408
MCC (Micro Commercial Components),MCBS260N10YHE3,Active,A R H,Single,N,TO-263-7,100,±20,260,0.0018,,,2,4,No,175,1122,1040
MCC (Micro Commercial Components),MCBS220N04YHE3,Active,A R H,Single,N,TO-263-7,40,±20,220,0.0011,,,2,4,No,175,760,880
MCC (Micro Commercial Components),MCBS220N04Y,Active,R H,Single,N,TO-263-7,40,±20,220,0.0011,,,2,4,No,175,760,880
MCC (Micro Commercial Components),MCBS260N10Y,Active,R H,Single,N,TO-263-7,100,±20,260,0.0018,,,2,4,No,175,1122,1040
MCC (Micro Commercial Components),MCTL300N10YHE3,Active,A R H,Single,N,TOLL-8L,100,±20,300,0.00155,,,2.1,3.9,No,175,2116,1200
MCC (Micro Commercial Components),MCTL270N04YHE3,Active,A R H,Single,N,TOLL-8L,40,±20,270,0.0013,,,2,4,No,175,1521,1080
MCC (Micro Commercial Components),MCTL160N15Y,Active,R H,Single,N,TOLL-8L,150,±25,160,0.0065,,,2,4,No,150,200,640
MCC (Micro Commercial Components),MCTL270N04Y,Active,R H,Single,N,TOLL-8L,40,±20,270,0.0013,,,2,4,No,175,1521,1080
MCC (Micro Commercial Components),MCTL295N06Y,Active,R H,Single,N,TOLL-8L,60,±20,295,0.002,,,1.5,4,No,150,1690,1200
MCC (Micro Commercial Components),MCTL300N10YB,Active,R H,Single,N,TOLL-8L,100,±20,300,0.00155,,,2.1,3.9,No,150,2116,1200
MCC (Micro Commercial Components),MCTL300N10Y,Active,R H,Single,N,TOLL-8L,100,±20,300,0.00145,,,2,4,No,150,648,1200
MCC (Micro Commercial Components),MCTL150N06YHE3,Active,A R H,Single,N,TOLL-8L,60,±20,150,0.0024,0.004,,1,2.5,No,175,242,600
MCC (Micro Commercial Components),MCTL2D1N10YH,Active,R H,Single,N,TOLL-8L,100,±20,265,0.0021,,,2.2,3.8,No,175,1482,1060
MCC (Micro Commercial Components),MCTL1D6N06YH,Active,R H,Single,N,TOLL-8L,60,±20,245,0.0016,,,2,4,No,150,100,980
MCC (Micro Commercial Components),MCTL2D0N10YHR,Active,R H,Single,N,TOLL-8L,100,±20,300,0.002,,,2.2,3.8,No,175,2025,1200
MCC (Micro Commercial Components),MCTL1D4N04YL,Active,R H,Single,N,TOLL-8L,40,±20,210,0.0014,0.0019,,1.3,2.3,No,150,600,840
MCC (Micro Commercial Components),MCTL1D2N10Y,Active,R H,Single,N,TOLL-8L,100,±20,320,0.0012,,,2,4,No,175,2400,1280
MCC (Micro Commercial Components),MCU014P03L,Active,R H,Single,P,DPAK,-30,±20,-40,0.014,0.022,,-1,-2.5,No,150,49,-160
MCC (Micro Commercial Components),MCU6D0P03L,Active,R H,Single,P,DPAK,-30,±25,-70,0.006,0.01,,-1.2,-2.6,No,150,232,-280
MCC (Micro Commercial Components),MCU150P15YL,Active,R H,Single,P,DPAK,-150,±20,-13,0.15,0.165,,-1,-2.5,No,150,59,-52
MCC (Micro Commercial Components),MCU045P06YL,Active,R H,Single,P,DPAK,-60,±20,-23,0.045,0.052,,-1,-2.5,No,175,56,-92
MCC (Micro Commercial Components),MCU055P10,Active,R H,Single,P,DPAK,-100,±20,-28,0.055,0.064,,-1.5,-2.5,No,150,118,-112
MCC (Micro Commercial Components),MCACD085P10,Active,R H,Dual,P+P,PDFN5060-8D,-100,±20,-17,0.085,0.105,,-1.5,-2.5,No,150,64,-68
MCC (Micro Commercial Components),MCQD065P03L,Active,R H,Dual,P+P,SOP-8,-30,±20,-4,0.065,0.11,,-1,-2.4,No,150,,-16
MCC (Micro Commercial Components),MCQD04P02,Active,R H,Dual,P+P,SOP-8,-20,±10,-4,,0.057,0.074,-0.4,-1,No,150,12,-16
MCC (Micro Commercial Components),MCQD08P06YA,Active,R H,Dual,P+P,SOP-8,-60,±20,-8,0.075,0.11,,-1,-2.5,No,150,24,-32
MCC (Micro Commercial Components),MCQD09P04,Active,R H,Dual,P+P,SOP-8,-40,±20,-9,0.023,0.028,,-1,-2.5,No,150,64,-36
MCC (Micro Commercial Components),MCQD08P04,Active,R H,Dual,P+P,SOP-8,-40,±20,-8,0.05,0.06,,-1,-2.5,No,150,36,-32
MCC (Micro Commercial Components),MCGD30P02,Active,R H,Dual,P+P,DFN3333-D,-20,±10,-30,,0.019,0.022,-0.4,-1,No,150,31,-120
MCC (Micro Commercial Components),MCQD08P06Y,Active,R H,Dual,P+P,SOP-8,-60,±20,-8,0.085,0.12,,-1,-2.5,No,150,24,-32
MCC (Micro Commercial Components),MCQ4953,Active,R H,Dual,P+P,SOP-8,-30,±20,-5,0.05,0.065,,-1,-2.5,No,150,20,-20
MCC (Micro Commercial Components),MCAC027P06KQ,Active,A R H,Single,P,DFN5060,-60,±20,-46,0.027,0.041,,-1.5,-2.5,Yes,175,110,-184
MCC (Micro Commercial Components),MCAC011P04LKHE3,Active,A R H,Single,P,PDFN5060,-40,±20,-64,0.011,0.018,,-1.2,-2.2,Yes,150,132,-256
MCC (Micro Commercial Components),MCAC060P06LKQ,Active,A R H,Single,P,PDFN5060,-60,±20,-18,0.06,0.11,,-1.2,-2.8,Yes,175,25,-72
MCC (Micro Commercial Components),MCAC027P06K,Active,R H,Single,P,PDFN5060,-60,±20,-46,0.027,,,-1.2,-2.8,Yes,175,110,-184
MCC (Micro Commercial Components),MCAC85N04YHE3,Active,A R H,Single,N,DFN5060,40,±20,85,0.006,,,2,4,No,175,81,340
MCC (Micro Commercial Components),MCAC85N06KY,Active,R H,Single,N,DFN5060,60,±20,85,0.0037,0.005,,1,2.5,Yes,150,400,340
MCC (Micro Commercial Components),MCG016N03LK,Active,R H,Single,N,PDFN3333,30,±20,30,0.0155,0.0240,,1.3,2.5,Yes,150,24,120
MCC (Micro Commercial Components),MCU012P04LKHE3,Active,A R H,Single,P,DPAK,-40,±20,-48,0.012,0.019,,-1.2,-2.2,Yes,150,132,-192
MCC (Micro Commercial Components),MCU060P06K,Active,R H,Single,P,DPAK,-60,±20,-17,0.060,0.110,,-1.2,-2.8,Yes,175,17.3,-68
MCC (Micro Commercial Components),MCU024P06K,Active,R H,Single,P,DPAK,-60,±20,-37,0.024,,,-1.2,-2.8,Yes,175,110,-148
MCC (Micro Commercial Components),MCQ7328,Active,R H,Dual,P+P,SOP-8,-30,±20,-8,0.021,0.032,,-1,-2.5,No,150,49,-32
MCC (Micro Commercial Components),MCU45P03A,Active,R H,Single,P,DPAK,-30,±25,-45,0.008,0.013,,-1.2,-2.8,No,150,256,-175
MCC (Micro Commercial Components),MCU50P04A,Active,R H,Single,P,DPAK,-40,±20,-50,0.015,0.02,,-1,-2.5,No,150,100,-200
MCC (Micro Commercial Components),MCU45P04B,Active,R H,Single,P,DPAK,-40,±20,-45,0.014,0.021,,-1,-2.3,No,150,264,-140
MCC (Micro Commercial Components),MCU3D3N06YL,Active,R H,Single,N,DPAK,60,±20,157,0.0033,0.0047,,1.2,2.5,No,150,225,628
MCC (Micro Commercial Components),MCB3D0N06YL,Active,R H,Single,N,D2-PAK,60,±20,146,0.003,0.0044,,1.2,2.5,No,175,272,584
MCC (Micro Commercial Components),MCT165N15Y,Active,R H,Single,N,SOT-223,150,±20,2.2,0.165,,,1.5,2.5,No,150,,8.8
MCC (Micro Commercial Components),MCQ095P10,Active,R H,Single,P,SOP-8,-100,±20,-3.1,0.095,0.11,,-1.5,-2.5,No,150,64,-12.4
