,,Pre-Biased Transistors,,,,,,,,,,,
Manufacture,Product,Status,Compliance,Number of Functions,Polarity,Package Type,IO(mA),R1 Typ (KΩ),R2 Typ (KΩ),VCC(V),fT(MHz),PD(mW),Tj [max] (°C)
,,,,,,,,,,,,,
MCC (Micro Commercial Components),DTA143EUAHE3,Active,A R H,Single(R1/R2),PNP,SOT-323,-100,4.7,4.7,-50,250,200,150
MCC (Micro Commercial Components),DTA124XUA,Active,R H,Single(R1/R2),PNP,SOT-323,-100,22,47,-50,200,200,150
MCC (Micro Commercial Components),DTA115EUA,Active,R H,Single(R1/R2),PNP,SOT-323,-100,100,100,-50,200,200,150
MCC (Micro Commercial Components),DDTA113ZUA,Active,R H,Single(R1/R2),PNP,SOT-323,-500,1,10,-50,200,200,150
MCC (Micro Commercial Components),DTA123JUAHE3,Active,A R H,Single(R1/R2),PNP,SOT-323,-100,2.2,47,-50,200,200,150
MCC (Micro Commercial Components),DTA114YCA,Active,R H,Single(R1/R2),PNP,SOT-23,-100,10,47,-50,250,200,150
MCC (Micro Commercial Components),DTA123JCA,Active,R H,Single(R1/R2),PNP,SOT-23,-100,2.2,47,-50,250,200,150
MCC (Micro Commercial Components),DTA124ECA,Active,R H,Single(R1/R2),PNP,SOT-23,-100,22,22,-50,250,200,150
MCC (Micro Commercial Components),DTA143ECA,Active,R H,Single(R1/R2),PNP,SOT-23,-100,4.7,4.7,-50,250,200,150
MCC (Micro Commercial Components),DTA143ZCA,Active,R H,Single(R1/R2),PNP,SOT-23,-100,4.7,47,-50,250,200,150
MCC (Micro Commercial Components),DTA144ECA,Active,R H,Single(R1/R2),PNP,SOT-23,-100,47,47,-50,250,200,150
MCC (Micro Commercial Components),DDTA114ECA,Active,R H,Single(R1/R2),PNP,SOT-23,-500,10,10,-50,200,200,150
MCC (Micro Commercial Components),DDTA123EUA,Active,R H,Single(R1/R2),PNP,SOT-323,-500,2.2,2.2,-50,200,200,150
MCC (Micro Commercial Components),DTA143ZUA,Active,R H,Single(R1/R2),PNP,SOT-323,-100,4.7,47,-50,250,200,150
MCC (Micro Commercial Components),DTA144EUA,Active,R H,Single(R1/R2),PNP,SOT-323,-100,47,47,-50,250,200,150
MCC (Micro Commercial Components),DTA124EUA,Active,R H,Single(R1/R2),PNP,SOT-323,-100,22,22,-50,250,200,150
MCC (Micro Commercial Components),DTA143EUA,Active,R H,Single(R1/R2),PNP,SOT-323,-100,4.7,4.7,-50,250,200,150
MCC (Micro Commercial Components),DDTA114EUA,Active,R H,Single(R1/R2),PNP,SOT-323,-500,10,10,-50,200,200,150
MCC (Micro Commercial Components),DTA144VUA,Active,R H,Single(R1/R2),PNP,SOT-323,-100,47,10,-50,200,200,150
MCC (Micro Commercial Components),DTA124EM,Active,R H,Single(R1/R2),PNP,SOT-723,-100,22,22,-50,250,100,150
MCC (Micro Commercial Components),DTA143EM,Active,R H,Single(R1/R2),PNP,SOT-723,-100,4.7,4.7,-50,250,100,150
MCC (Micro Commercial Components),DTA114YM,Active,R H,Single(R1/R2),PNP,SOT-723,-70,10,47,-50,250,100,150
MCC (Micro Commercial Components),DTA113ZM,Active,R H,Single(R1/R2),PNP,SOT-723,-100,1,10,-50,250,100,150
MCC (Micro Commercial Components),DTA123YM,Active,R H,Single(R1/R2),PNP,SOT-723,-100,2.2,10,-50,250,100,150
MCC (Micro Commercial Components),DTA143XE,Active,R H,Single(R1/R2),PNP,SOT-523,-100,4.7,10,-50,200,150,150
